location,year,total_sqft,bath,bhk,price per feet,price
AshokNagar,2019,1565,2,2,2300.0,3599500
AshokNagar,2019,1250,2,2,2300.0,2875000
AshokNagar,2019,1000,2,3,2300.0,2300000
AshokNagar,2019,750,1,2,2300.0,1725000
Asilmetta Junction,2019,1750,1,2,4000.0,7000000
Asilmetta Junction,2019,1565,2,2,4000.0,6260000
Asilmetta Junction,2019,1250,2,2,4000.0,5000000
Asilmetta Junction,2019,1000,2,3,4000.0,4000000
Asilmetta Junction,2019,750,1,2,4000.0,3000000
ASR statue Steel plant Staff Quarters,2019,1750,1,2,3400.0,5950000
ASR statue Steel plant Staff Quarters,2019,1565,2,2,3400.0,5321000
ASR statue Steel plant Staff Quarters,2019,1250,2,2,3400.0,4250000
ASR statue Steel plant Staff Quarters,2019,1000,2,3,3400.0,3400000
ASR statue Steel plant Staff Quarters,2019,750,1,2,3400.0,2550000
AssamGardens Allipuram,2019,1750,1,2,5500.0,9625000
AssamGardens Allipuram,2019,1565,2,2,5500.0,8607500
AssamGardens Allipuram,2019,1250,2,2,5500.0,6875000
AssamGardens Allipuram,2019,1000,2,3,5500.0,5500000
AssamGardens Allipuram,2019,750,1,2,5500.0,4125000
AU Distance Education Centre Kirlampudi Layout,2019,1750,1,2,3800.0,6650000
AU Distance Education Centre Kirlampudi Layout,2019,1565,2,2,3800.0,5947000
AU Distance Education Centre Kirlampudi Layout,2019,1250,2,2,3800.0,4750000
AU Distance Education Centre Kirlampudi Layout,2019,1000,2,3,3800.0,3800000
AU Distance Education Centre Kirlampudi Layout,2019,750,1,2,3800.0,2850000
AU Outgate,2019,1750,1,2,3400.0,5950000
AU Outgate,2019,1565,2,2,3400.0,5321000
AU Outgate,2019,1250,2,2,3400.0,4250000
AU Outgate,2019,1000,2,3,3400.0,3400000
AU Outgate,2019,750,1,2,3400.0,2550000
AU Quarters Sirupuram,2019,1750,1,2,4900.0,8575000
AU Quarters Sirupuram,2019,1565,2,2,4900.0,7668500
AU Quarters Sirupuram,2019,1250,2,2,4900.0,6125000
AU Quarters Sirupuram,2019,1000,2,3,4900.0,4900000
AU Quarters Sirupuram,2019,750,1,2,4900.0,3675000
AVN College road,2019,1750,1,2,3500.0,6125000
AVN College road,2019,1565,2,2,3500.0,5477500
AVN College road,2019,1250,2,2,3500.0,4375000
AVN College road,2019,1000,2,3,3500.0,3500000
AVN College road,2019,750,1,2,3500.0,2625000
Bakkannapalem,2019,1750,1,2,2100.0,3675000
Bakkannapalem,2019,1565,2,2,2100.0,3286500
Bakkannapalem,2019,1250,2,2,2100.0,2625000
Bakkannapalem,2019,1000,2,3,2100.0,2100000
Bakkannapalem,2019,750,1,2,2100.0,1575000
BalajiNagar,2019,1750,1,2,4900.0,8575000
BalajiNagar,2019,1565,2,2,4900.0,7668500
BalajiNagar,2019,1250,2,2,4900.0,6125000
BalajiNagar,2019,1000,2,3,4900.0,4900000
BalajiNagar,2019,750,1,2,4900.0,3675000
Bangaramma Metta,2019,1750,1,2,2700.0,4725000
Bangaramma Metta,2019,1565,2,2,2700.0,4225500
Bangaramma Metta,2019,1250,2,2,2700.0,3375000
Bangaramma Metta,2019,1000,2,3,2700.0,2700000
Bangaramma Metta,2019,750,1,2,2700.0,2025000
Banoji nagar Ramnagar,2019,1750,1,2,3200.0,5600000
Banoji nagar Ramnagar,2019,1565,2,2,3200.0,5008000
Banoji nagar Ramnagar,2019,1250,2,2,3200.0,4000000
Banoji nagar Ramnagar,2019,1000,2,3,3200.0,3200000
Banoji nagar Ramnagar,2019,750,1,2,3200.0,2400000
BeachRoad,2019,1750,1,2,2500.0,4375000
BeachRoad,2019,1565,2,2,2500.0,3912500
BeachRoad,2019,1250,2,2,2500.0,3125000
BeachRoad,2019,1000,2,3,2500.0,2500000
BeachRoad,2019,750,1,2,2500.0,1875000
Bullayya College Road Resapuvanipalem,2019,1750,1,2,3700.0,6475000
Bullayya College Road Resapuvanipalem,2019,1565,2,2,3700.0,5790500
Bullayya College Road Resapuvanipalem,2019,1250,2,2,3700.0,4625000
Bullayya College Road Resapuvanipalem,2019,1000,2,3,3700.0,3700000
Bullayya College Road Resapuvanipalem,2019,750,1,2,3700.0,2775000
BVK College Road,2019,1750,2,3,3400.0,5950000
BVK College Road,2019,1565,2,2,3400.0,5321000
BVK College Road,2019,1250,1,2,3400.0,4250000
BVK College Road,2019,1000,1,2,3400.0,3400000
BVK College Road,2019,750,1,1,3400.0,2550000
Carshed,2019,1750,1,2,2600.0,4550000
Carshed,2019,1565,2,2,2600.0,4069000
Carshed,2019,1250,2,2,2600.0,3250000
Carshed,2019,1000,2,3,2600.0,2600000
Carshed,2019,750,1,2,2600.0,1950000
CBM Compound Complex,2019,1750,2,3,4500.0,7875000
CBM Compound Complex,2019,1565,2,3,4500.0,7042500
CBM Compound Complex,2019,1250,2,2,4500.0,5625000
CBM Compound Complex,2019,1000,1,2,4500.0,4500000
CBM Compound Complex,2019,750,2,2,4500.0,3375000
Chakala veedhi Chinnawaltair,2019,1750,2,3,3000.0,5250000
Chakala veedhi Chinnawaltair,2019,1565,2,3,3000.0,4695000
Chakala veedhi Chinnawaltair,2019,1250,2,2,3000.0,3750000
Chakala veedhi Chinnawaltair,2019,1000,1,2,3000.0,3000000
Chakala veedhi Chinnawaltair,2019,750,2,2,3000.0,2250000
Chaluva Thota Allipuram,2019,1750,2,3,3900.0,6825000
Chaluva Thota Allipuram,2019,1565,2,3,3900.0,6103500
Chaluva Thota Allipuram,2019,1250,2,2,3900.0,4875000
Chaluva Thota Allipuram,2019,1000,1,2,3900.0,3900000
Chaluva Thota Allipuram,2019,750,2,2,3900.0,2925000
Chandrampalem NH,2019,1750,2,3,2900.0,5075000
Chandrampalem NH,2019,1565,2,3,2900.0,4538500
Chandrampalem NH,2019,1250,2,2,2900.0,3625000
Chandrampalem NH,2019,1000,1,2,2900.0,2900000
Chandrampalem NH,2019,750,2,2,2900.0,2175000
Changalraopeta Main Road,2019,1750,2,3,3400.0,5950000
Changalraopeta Main Road,2019,1565,2,3,3400.0,5321000
Changalraopeta Main Road,2019,1250,2,2,3400.0,4250000
Changalraopeta Main Road,2019,1000,1,2,3400.0,3400000
Changalraopeta Main Road,2019,750,2,2,3400.0,2550000
ChilakapetaQuarters,2019,1750,2,3,4200.0,7350000
ChilakapetaQuarters,2019,1565,2,2,4200.0,6573000
ChilakapetaQuarters,2019,1250,2,3,4200.0,5250000
ChilakapetaQuarters,2019,1000,1,2,4200.0,4200000
ChilakapetaQuarters,2019,750,1,1,4200.0,3150000
ChinnaRushikonda,2019,1750,2,3,,1750
ChinnaRushikonda,2019,1565,2,3,2300.0,3599500
ChinnaRushikonda,2019,1250,2,2,2300.0,2875000
ChinnaRushikonda,2019,1000,1,2,2300.0,2300000
ChinnaRushikonda,2019,750,2,2,2300.0,1725000
Chinnawaltair,2019,1750,2,3,5400.0,9450000
Chinnawaltair,2019,1565,2,3,5400.0,8451000
Chinnawaltair,2019,1250,2,2,5400.0,6750000
Chinnawaltair,2019,1000,1,2,5400.0,5400000
Chinnawaltair,2019,750,2,2,5400.0,4050000
CMR FunctionHall Area,2019,750,1,2,3800.0,2850000
CMR FunctionHall Area,2019,1750,2,3,3800.0,6650000
CMR FunctionHall Area,2019,1500,2,2,3800.0,5700000
CMR FunctionHall Area,2019,1000,2,2,3800.0,3800000
CMR FunctionHall Area,2019,1250,1,2,3800.0,4750000
Collector office Jn,2019,1750,2,3,4500.0,7875000
Collector office Jn,2019,1565,2,3,4500.0,7042500
Collector office Jn,2019,1250,2,2,4500.0,5625000
Collector office Jn,2019,1000,2,2,4500.0,4500000
Collector office Jn,2019,750,1,2,4500.0,3375000
CycloneCentre Staff Quarters YogaVillage,2019,1750,2,3,3800.0,6650000
CycloneCentre Staff Quarters YogaVillage,2019,1565,2,2,3800.0,5947000
CycloneCentre Staff Quarters YogaVillage,2019,1250,2,3,3800.0,4750000
CycloneCentre Staff Quarters YogaVillage,2019,1000,2,2,3800.0,3800000
CycloneCentre Staff Quarters YogaVillage,2019,750,2,2,3800.0,2850000
Dabagardens,2019,1750,2,3,3700.0,6475000
Dabagardens,2019,1565,2,2,3700.0,5790500
Dabagardens,2019,1250,2,3,3700.0,4625000
Dabagardens,2019,1000,2,2,3700.0,3700000
Dabagardens,2019,750,2,2,3700.0,2775000
DanduBazaar,2019,1750,2,3,5000.0,8750000
DanduBazaar,2019,1565,2,3,5000.0,7825000
DanduBazaar,2019,1250,1,2,5000.0,6250000
DanduBazaar,2019,1000,2,2,5000.0,5000000
DanduBazaar,2019,750,1,2,5000.0,3750000
DasapallaHills,2019,1750,1,2,5400.0,9450000
DasapallaHills,2019,1565,2,3,5400.0,8451000
DasapallaHills,2019,1250,2,2,5400.0,6750000
DasapallaHills,2019,1000,1,1,5400.0,5400000
DasapallaHills,2019,750,2,2,5400.0,4050000
DevangulaStreet Allipuram,2019,1750,2,3,3800.0,6650000
DevangulaStreet Allipuram,2019,1565,2,2,3800.0,5947000
DevangulaStreet Allipuram,2019,1250,2,2,3800.0,4750000
DevangulaStreet Allipuram,2019,1000,1,1,3800.0,3800000
DevangulaStreet Allipuram,2019,750,1,2,3800.0,2850000
Diabbapalem Jagadamba ,2019,1750,2,3,3900.0,6825000
Diabbapalem Jagadamba ,2019,1565,2,2,3900.0,6103500
Diabbapalem Jagadamba ,2019,1250,2,3,3900.0,4875000
Diabbapalem Jagadamba ,2019,1000,2,2,3900.0,3900000
Diabbapalem Jagadamba ,2019,750,2,2,3900.0,2925000
Doctors Colony Seethammadhara Jn HB Colony,2019,1750,1,2,3400.0,5950000
Doctors Colony Seethammadhara Jn HB Colony,2019,1565,2,2,3400.0,5321000
Doctors Colony Seethammadhara Jn HB Colony,2019,1250,2,2,3400.0,4250000
Doctors Colony Seethammadhara Jn HB Colony,2019,1000,2,3,3400.0,3400000
Doctors Colony Seethammadhara Jn HB Colony,2019,750,1,2,3400.0,2550000
DolphinHotel,2019,1750,2,3,3800.0,6650000
DolphinHotel,2019,1565,2,2,3800.0,5947000
DolphinHotel,2019,1250,1,3,3800.0,4750000
DolphinHotel,2019,1000,2,3,3800.0,3800000
DolphinHotel,2019,750,2,2,3800.0,2850000
Durganagar Kancharapalem,2019,1750,1,2,2600.0,4550000
Durganagar Kancharapalem,2019,1565,2,2,2600.0,4069000
Durganagar Kancharapalem,2019,1250,2,2,2600.0,3250000
Durganagar Kancharapalem,2019,1000,2,3,2600.0,2600000
Durganagar Kancharapalem,2019,750,1,2,2600.0,1950000
DurgaTemple Area BeachRoad,2019,1750,1,3,4000.0,7000000
DurgaTemple Area BeachRoad,2019,1565,2,3,4000.0,6260000
DurgaTemple Area BeachRoad,2019,1250,2,2,4000.0,5000000
DurgaTemple Area BeachRoad,2019,1000,1,2,4000.0,4000000
DurgaTemple Area BeachRoad,2019,750,2,3,4000.0,3000000
EastPointColony Chinnawaltair,2019,1750,2,3,4100.0,7175000
EastPointColony Chinnawaltair,2019,1565,2,3,4100.0,6416500
EastPointColony Chinnawaltair,2019,1250,2,2,4100.0,5125000
EastPointColony Chinnawaltair,2019,1000,1,2,4100.0,4100000
EastPointColony Chinnawaltair,2019,750,2,2,4100.0,3075000
EenaduLayout,2019,1750,2,3,2500.0,4375000
EenaduLayout,2019,1565,2,2,2500.0,3912500
EenaduLayout,2019,1250,2,3,2500.0,3125000
EenaduLayout,2019,1000,2,2,2500.0,2500000
EenaduLayout,2019,750,2,2,2500.0,1875000
Gitam College Road,2019,1750,2,3,2100.0,3675000
Gitam College Road,2019,1565,2,2,2100.0,3286500
Gitam College Road,2019,1250,2,2,2100.0,2625000
Gitam College Road,2019,1000,1,2,2100.0,2100000
Gitam College Road,2019,750,1,1,2100.0,1575000
GnanapuramMainRoad,2019,1750,2,3,4300.0,7525000
GnanapuramMainRoad,2019,1565,2,2,4300.0,6729500
GnanapuramMainRoad,2019,1250,1,2,4300.0,5375000
GnanapuramMainRoad,2019,1000,2,3,4300.0,4300000
GnanapuramMainRoad,2019,750,1,2,4300.0,3225000
GNT Road,2019,1750,2,3,2600.0,4550000
GNT Road,2019,1565,2,2,2600.0,4069000
GNT Road,2019,1250,2,3,2600.0,3250000
GNT Road,2019,1000,2,2,2600.0,2600000
GNT Road,2019,750,2,2,2600.0,1950000
Godavari Street,2019,1750,2,3,4200.0,7350000
Godavari Street,2019,1565,2,2,4200.0,6573000
Godavari Street,2019,1250,2,3,4200.0,5250000
Godavari Street,2019,1000,2,1,4200.0,4200000
Godavari Street,2019,750,2,2,4200.0,3150000
Gokhale Road,2019,1750,1,3,4500.0,7875000
Gokhale Road,2019,1565,2,3,4500.0,7042500
Gokhale Road,2019,1250,2,2,4500.0,5625000
Gokhale Road,2019,1000,1,2,4500.0,4500000
Gokhale Road,2019,750,1,1,4500.0,3375000
Gollalapalem,2019,1750,2,3,2300.0,4025000
Gollalapalem,2019,1565,2,2,2300.0,3599500
Gollalapalem,2019,1250,2,2,2300.0,2875000
Gollalapalem,2019,1000,1,2,2300.0,2300000
Gollalapalem,2019,750,1,1,2300.0,1725000
Gollaveedhi Kancharapalem,2019,1750,1,3,4000.0,7000000
Gollaveedhi Kancharapalem,2019,1565,2,3,4000.0,6260000
Gollaveedhi Kancharapalem,2019,1250,2,2,4000.0,5000000
Gollaveedhi Kancharapalem,2019,1000,1,2,4000.0,4000000
Gollaveedhi Kancharapalem,2019,750,2,3,4000.0,3000000
GovindaRoad Kancharapalem,2019,1750,2,3,4300.0,7525000
GovindaRoad Kancharapalem,2019,1565,2,2,4300.0,6729500
GovindaRoad Kancharapalem,2019,1250,2,3,4300.0,5375000
GovindaRoad Kancharapalem,2019,1000,1,2,4300.0,4300000
GovindaRoad Kancharapalem,2019,750,2,3,4300.0,3225000
GrandbayHotel Gokhale road,2019,1750,2,3,4500.0,7875000
GrandbayHotel Gokhale road,2019,1565,2,2,4500.0,7042500
GrandbayHotel Gokhale road,2019,1250,1,2,4500.0,5625000
GrandbayHotel Gokhale road,2019,1000,2,3,4500.0,4500000
GrandbayHotel Gokhale road,2019,750,2,2,4500.0,3375000
Green Park Hotel Road,2019,1750,1,3,5400.0,9450000
Green Park Hotel Road,2019,1565,2,2,5400.0,8451000
Green Park Hotel Road,2019,1250,2,2,5400.0,6750000
Green Park Hotel Road,2019,1000,1,2,5400.0,5400000
Green Park Hotel Road,2019,750,1,1,5400.0,4050000
GurudwaraJunction,2019,1750,2,3,5500.0,9625000
GurudwaraJunction,2019,1565,1,2,5500.0,8607500
GurudwaraJunction,2019,1250,2,2,5500.0,6875000
GurudwaraJunction,2019,1000,1,2,5500.0,5500000
GurudwaraJunction,2019,750,1,1,5500.0,4125000
HanumanthaWaka,2019,1750,2,3,2400.0,4200000
HanumanthaWaka,2019,1565,1,2,2400.0,3756000
HanumanthaWaka,2019,1250,2,2,2400.0,3000000
HanumanthaWaka,2019,1000,1,2,2400.0,2400000
HanumanthaWaka,2019,750,1,1,2400.0,1800000
Harbour Street Kota Veedhi,2019,1750,2,3,2600.0,4550000
Harbour Street Kota Veedhi,2019,1565,1,2,3700.0,5790500
Harbour Street Kota Veedhi,2019,1250,2,2,3700.0,4625000
Harbour Street Kota Veedhi,2019,1000,1,2,3700.0,3700000
Harbour Street Kota Veedhi,2019,750,1,1,3700.0,2775000
HB Colony,2019,1750,2,3,2600.0,4550000
HB Colony,2019,1565,1,2,2600.0,4069000
HB Colony,2019,1250,2,2,2600.0,3250000
HB Colony,2019,1000,1,2,2600.0,2600000
HB Colony,2019,750,1,1,2600.0,1950000
HeadPostOfficeRoad,2019,1750,1,2,4000.0,7000000
HeadPostOfficeRoad,2019,1565,2,2,4000.0,6260000
HeadPostOfficeRoad,2019,1250,2,3,4000.0,5000000
HeadPostOfficeRoad,2019,1000,2,2,4000.0,4000000
HeadPostOfficeRoad,2019,750,1,1,4000.0,3000000
HPCL Layout,2019,1750,1,2,2400.0,4200000
HPCL Layout,2019,1565,2,2,2400.0,3756000
HPCL Layout,2019,1250,2,3,2400.0,3000000
HPCL Layout,2019,1000,2,2,2400.0,2400000
HPCL Layout,2019,750,1,1,2400.0,1800000
Indiranagar,2019,1750,1,2,2600.0,4550000
Indiranagar,2019,1565,2,2,2600.0,4069000
Indiranagar,2019,1250,2,3,2600.0,3250000
Indiranagar,2019,1000,2,2,2600.0,2600000
Indiranagar,2019,750,1,1,2600.0,1950000
IssukaThota,2019,1750,2,2,5500.0,9625000
IssukaThota,2019,1565,1,2,5500.0,8607500
IssukaThota,2019,1250,1,2,5500.0,6875000
IssukaThota,2019,1000,2,3,5500.0,5500000
IssukaThota,2019,750,1,2,5500.0,4125000
Jagadamba Junction,2019,1750,2,3,4900.0,8575000
Jagadamba Junction,2019,1565,2,2,4900.0,7668500
Jagadamba Junction,2019,1250,1,2,4900.0,6125000
Jagadamba Junction,2019,1000,1,2,4900.0,4900000
Jagadamba Junction,2019,750,1,1,4900.0,3675000
Jalaripeta,2019,1750,2,3,3900.0,6825000
Jalaripeta,2019,1565,2,2,3900.0,6103500
Jalaripeta,2019,1250,2,3,3900.0,4875000
Jalaripeta,2019,1000,2,2,3900.0,3900000
Jalaripeta,2019,750,2,2,3900.0,2925000
Jodugullapalem,2019,1750,2,3,2400.0,4200000
Jodugullapalem,2019,1565,2,2,2400.0,3756000
Jodugullapalem,2019,1250,1,2,2400.0,3000000
Jodugullapalem,2019,1000,1,2,2400.0,2400000
Jodugullapalem,2019,750,1,1,2400.0,1800000
Kailasa Metta,2019,1750,1,2,3400.0,5950000
Kailasa Metta,2019,1565,2,2,3400.0,5321000
Kailasa Metta,2019,1250,2,2,3400.0,4250000
Kailasa Metta,2019,1000,2,3,3400.0,3400000
Kailasa Metta,2019,750,1,2,3400.0,2550000
Kancharapalem,2019,1750,2,3,4600.0,8050000
Kancharapalem,2019,1565,1,2,4600.0,7199000
Kancharapalem,2019,1250,1,1,4600.0,5750000
Kancharapalem,2019,1000,2,3,4600.0,4600000
Kancharapalem,2019,750,1,1,4600.0,3450000
KGH DownRoad,2019,1750,2,2,4200.0,7350000
KGH DownRoad,2019,1565,2,3,4200.0,6573000
KGH DownRoad,2019,1250,1,2,4200.0,5250000
KGH DownRoad,2019,1000,2,3,4200.0,4200000
KGH DownRoad,2019,750,1,1,4200.0,3150000
KGH Quarter Kothasalipeta Road,2019,1750,2,2,3100.0,5425000
KGH Quarter Kothasalipeta Road,2019,1565,2,3,3100.0,4851500
KGH Quarter Kothasalipeta Road,2019,1250,1,2,3100.0,3875000
KGH Quarter Kothasalipeta Road,2019,1000,2,3,3100.0,3100000
KGH Quarter Kothasalipeta Road,2019,750,1,1,3100.0,2325000
KirlampudiLayout,2019,1750,1,2,4600.0,8050000
KirlampudiLayout,2019,1565,2,2,4600.0,7199000
KirlampudiLayout,2019,1250,2,2,4600.0,5750000
KirlampudiLayout,2019,1000,2,1,4600.0,4600000
KirlampudiLayout,2019,750,1,1,4600.0,3450000
Kolluru Masions Maharanipeta,2019,1750,1,2,3200.0,5600000
Kolluru Masions Maharanipeta,2019,1565,2,2,3200.0,5008000
Kolluru Masions Maharanipeta,2019,1250,2,2,3200.0,4000000
Kolluru Masions Maharanipeta,2019,1000,2,3,3200.0,3200000
Kolluru Masions Maharanipeta,2019,750,1,2,3200.0,2400000
Kommadi Jn NH,2019,1750,2,2,2900.0,5075000
Kommadi Jn NH,2019,1565,2,3,2900.0,4538500
Kommadi Jn NH,2019,1250,1,2,2900.0,3625000
Kommadi Jn NH,2019,1000,2,3,2900.0,2900000
Kommadi Jn NH,2019,750,1,1,2900.0,2175000
KonaVeedi Chinawaltair,2019,1750,2,2,2600.0,4550000
KonaVeedi Chinawaltair,2019,1565,2,3,2600.0,4069000
KonaVeedi Chinawaltair,2019,1250,1,2,2600.0,3250000
KonaVeedi Chinawaltair,2019,1000,2,3,2600.0,2600000
KonaVeedi Chinawaltair,2019,750,1,1,2600.0,1950000
KotakSchool ChinnaWaltair,2019,1750,2,3,4700.0,8225000
KotakSchool ChinnaWaltair,2019,1565,2,3,4700.0,7355500
KotakSchool ChinnaWaltair,2019,1250,2,2,4700.0,5875000
KotakSchool ChinnaWaltair,2019,1000,1,2,4700.0,4700000
KotakSchool ChinnaWaltair,2019,750,2,2,4700.0,3525000
Kothajalaripeta,2019,1750,2,2,3100.0,5425000
Kothajalaripeta,2019,1565,2,3,3100.0,4851500
Kothajalaripeta,2019,1250,1,2,3100.0,3875000
Kothajalaripeta,2019,1000,2,3,3100.0,3100000
Kothajalaripeta,2019,750,1,1,3100.0,2325000
KothaRoad,2019,1750,2,3,4200.0,7350000
KothaRoad,2019,1565,2,2,4200.0,6573000
KothaRoad,2019,1250,2,3,4200.0,5250000
KothaRoad,2019,1000,1,2,4200.0,4200000
KothaRoad,2019,750,1,1,4200.0,3150000
Kothavenkojipalem,2019,1750,2,2,3100.0,5425000
Kothavenkojipalem,2019,1565,2,3,3100.0,4851500
Kothavenkojipalem,2019,1250,1,2,3100.0,3875000
Kothavenkojipalem,2019,1000,2,3,3100.0,3100000
Kothavenkojipalem,2019,750,1,1,3100.0,2325000
KrishnaCollgeRoad,2019,1750,2,3,5500.0,9625000
KrishnaCollgeRoad,2019,1565,2,2,5500.0,8607500
KrishnaCollgeRoad,2019,1250,1,2,5500.0,6875000
KrishnaCollgeRoad,2019,1000,1,1,5500.0,5500000
KrishnaCollgeRoad,2019,750,1,1,5500.0,4125000
LalithaNagar Akkayyapalem,2019,1750,2,3,5500.0,9625000
LalithaNagar Akkayyapalem,2019,1565,2,2,5500.0,8607500
LalithaNagar Akkayyapalem,2019,1250,1,2,5500.0,6875000
LalithaNagar Akkayyapalem,2019,1000,2,1,5500.0,5500000
LalithaNagar Akkayyapalem,2019,750,2,3,5500.0,4125000
LawCollege,2019,1750,2,3,2300.0,4025000
LawCollege,2019,1565,2,2,2300.0,3599500
LawCollege,2019,1250,1,2,2300.0,2875000
LawCollege,2019,1000,2,1,2300.0,2300000
LawCollege,2019,750,2,3,2300.0,1725000
LawsonsbayColony,2019,1750,2,3,3400.0,5950000
LawsonsbayColony,2019,1565,2,2,3400.0,5321000
LawsonsbayColony,2019,1250,1,2,3400.0,4250000
LawsonsbayColony,2019,1000,2,1,3400.0,3400000
LawsonsbayColony,2019,750,2,3,3400.0,2550000
LB Colony Pedawaltair,2019,1750,2,3,4700.0,8225000
LB Colony Pedawaltair,2019,1565,2,2,4700.0,7355500
LB Colony Pedawaltair,2019,1250,2,2,4700.0,5875000
LB Colony Pedawaltair,2019,1000,1,2,4700.0,4700000
LB Colony Pedawaltair,2019,750,1,1,4700.0,3525000
Leelamahal Road,2019,1750,2,3,4300.0,7525000
Leelamahal Road,2019,1565,1,2,4300.0,6729500
Leelamahal Road,2019,1250,1,2,4300.0,5375000
Leelamahal Road,2019,1000,2,2,4300.0,4300000
Leelamahal Road,2019,750,1,1,4300.0,3225000
Maddilapalem,2019,1750,2,3,3000.0,5250000
Maddilapalem,2019,1565,1,2,3000.0,4695000
Maddilapalem,2019,1250,1,2,3000.0,3750000
Maddilapalem,2019,1000,2,2,3000.0,3000000
Maddilapalem,2019,750,1,1,3000.0,2250000
Madhurawada,2019,1750,2,3,2600.0,4550000
Madhurawada,2019,1565,1,2,2600.0,4069000
Madhurawada,2019,1250,1,2,2600.0,3250000
Madhurawada,2019,1000,2,2,2600.0,2600000
Madhurawada,2019,750,1,1,2600.0,1950000
Marikavalasa,2019,1750,2,3,2300.0,4025000
Marikavalasa,2019,1565,1,2,2300.0,3599500
Marikavalasa,2019,1250,1,2,2300.0,2875000
Marikavalasa,2019,1000,2,2,2300.0,2300000
Marikavalasa,2019,750,1,1,2300.0,1725000
MentalHospital Chinawaltair MainRoad,2019,1750,2,3,3400.0,5950000
MentalHospital Chinawaltair MainRoad,2019,1565,1,2,3400.0,5321000
MentalHospital Chinawaltair MainRoad,2019,1250,1,2,3400.0,4250000
MentalHospital Chinawaltair MainRoad,2019,1000,2,2,3400.0,3400000
MentalHospital Chinawaltair MainRoad,2019,750,1,1,3400.0,2550000
MMTC COLONY,2019,1750,1,2,3500.0,6125000
MMTC COLONY,2019,1565,2,2,3500.0,5477500
MMTC COLONY,2019,1250,2,2,3500.0,4375000
MMTC COLONY,2019,1000,2,3,3500.0,3500000
MMTC COLONY,2019,750,1,2,3500.0,2625000
MVP Sector 1,2019,1750,2,3,3400.0,5950000
MVP Sector 1,2019,1565,1,2,3400.0,5321000
MVP Sector 1,2019,1250,1,2,3400.0,4250000
MVP Sector 1,2019,1000,2,2,3400.0,3400000
MVP Sector 1,2019,750,1,1,3400.0,2550000
MVP Sector 10,2019,1750,2,3,3400.0,5950000
MVP Sector 10,2019,1565,1,2,3400.0,5321000
MVP Sector 10,2019,1250,1,2,3400.0,4250000
MVP Sector 10,2019,1000,2,2,3400.0,3400000
MVP Sector 10,2019,750,1,1,3400.0,2550000
MVP Sector 11,2019,1750,2,3,3400.0,5950000
MVP Sector 11,2019,1565,1,2,3400.0,5321000
MVP Sector 11,2019,1250,1,2,3400.0,4250000
MVP Sector 11,2019,1000,2,2,3400.0,3400000
MVP Sector 11,2019,750,1,1,3400.0,2550000
MVPdoubleRoad,2019,1750,2,3,3400.0,5950000
MVPdoubleRoad,2019,1565,1,2,3400.0,5321000
MVPdoubleRoad,2019,1250,1,2,3400.0,4250000
MVPdoubleRoad,2019,1000,2,2,3400.0,3400000
MVPdoubleRoad,2019,750,1,1,3400.0,2550000
NehruNagar,2019,1750,2,3,6300.0,11025000
NehruNagar,2019,1565,2,3,6300.0,9859500
NehruNagar,2019,1250,2,1,6300.0,7875000
NehruNagar,2019,1000,1,1,6300.0,6300000
NehruNagar,2019,750,2,2,6300.0,4725000
NerallaKoneruStreet Yedugulla Road,2019,1750,2,3,4300.0,7525000
NerallaKoneruStreet Yedugulla Road,2019,1565,2,2,4300.0,6729500
NerallaKoneruStreet Yedugulla Road,2019,1250,1,2,4300.0,5375000
NerallaKoneruStreet Yedugulla Road,2019,1000,2,3,4300.0,4300000
NerallaKoneruStreet Yedugulla Road,2019,750,1,1,4300.0,3225000
NetajiStreet Chinnawaltair,2019,1750,2,3,3100.0,5425000
NetajiStreet Chinnawaltair,2019,1565,2,2,3100.0,4851500
NetajiStreet Chinnawaltair,2019,1250,1,2,3100.0,3875000
NetajiStreet Chinnawaltair,2019,1000,2,3,3100.0,3100000
NetajiStreet Chinnawaltair,2019,750,1,1,3100.0,2325000
NewResapuvanipalem,2019,1750,2,3,6300.0,11025000
NewResapuvanipalem,2019,1565,1,2,6300.0,9859500
NewResapuvanipalem,2019,1250,2,1,6300.0,7875000
NewResapuvanipalem,2019,1000,2,2,6300.0,6300000
NewResapuvanipalem,2019,750,1,1,6300.0,4725000
NGGOSColony,2019,1750,2,3,5500.0,9625000
NGGOSColony,2019,1565,1,2,5500.0,8607500
NGGOSColony,2019,1250,2,3,5500.0,6875000
NGGOSColony,2019,1000,1,2,5500.0,5500000
NGGOSColony,2019,750,1,1,5500.0,4125000
OldMadhurawada,2019,1750,2,3,2300.0,4025000
OldMadhurawada,2019,1565,2,2,2300.0,3599500
OldMadhurawada,2019,1250,1,2,2300.0,2875000
OldMadhurawada,2019,1000,2,3,2300.0,2300000
OldMadhurawada,2019,750,1,1,2300.0,1725000
OldVenkojipalem MainRoad,2019,1750,2,3,5500.0,9625000
OldVenkojipalem MainRoad,2019,1565,2,2,5500.0,8607500
OldVenkojipalem MainRoad,2019,1250,1,2,5500.0,6875000
OldVenkojipalem MainRoad,2019,1000,2,3,5500.0,5500000
OldVenkojipalem MainRoad,2019,750,1,1,5500.0,4125000
OmmiVeedhi Chinnawaltair,2019,1750,2,3,2600.0,4550000
OmmiVeedhi Chinnawaltair,2019,1565,2,2,2600.0,4069000
