location,year,total_sqft,bath,bhk,price per feet,price
3.Akkayyapalem,2019,1750,1,2,5500.0,9625000
3.Akkayyapalem,2019,1565,2,2,5500.0,8607500
3.Akkayyapalem,2019,1250,2,2,5500.0,6875000
3.Akkayyapalem,2019,1000,2,3,5500.0,5500000
3.Akkayyapalem,2019,750,1,2,5500.0,4125000
4.Allipuram,2019,1750,1,2,3000.0,5250000
4.Allipuram,2019,1565,2,2,3000.0,4695000
4.Allipuram,2019,1250,2,2,3000.0,3750000
4.Allipuram,2019,1000,2,3,3000.0,3000000
4.Allipuram,2019,750,1,2,3000.0,2250000
5.Allipuram Bazzar,2019,1750,1,2,4300.0,7525000
5.Allipuram Bazzar,2019,1565,2,2,4300.0,6729500
5.Allipuram Bazzar,2019,1250,2,2,4300.0,5375000
5.Allipuram Bazzar,2019,1000,2,3,4300.0,4300000
5.Allipuram Bazzar,2019,750,1,2,4300.0,3225000
6.Ambedkar Colony Bhupesh nagar Allipuram,2019,1750,1,2,2600.0,4550000
6.Ambedkar Colony Bhupesh nagar Allipuram,2019,1565,2,2,2600.0,4069000
6.Ambedkar Colony Bhupesh nagar Allipuram,2019,1250,2,2,2600.0,3250000
6.Ambedkar Colony Bhupesh nagar Allipuram,2019,1000,2,3,2600.0,2600000
6.Ambedkar Colony Bhupesh nagar Allipuram,2019,750,1,2,2600.0,1950000
7.Ammavari Street Chinawaltair,2019,1750,1,2,2600.0,4550000
7.Ammavari Street Chinawaltair,2019,1565,2,2,2600.0,4069000
7.Ammavari Street Chinawaltair,2019,1250,2,2,2600.0,3250000
7.Ammavari Street Chinawaltair,2019,1000,2,3,2600.0,2600000
7.Ammavari Street Chinawaltair,2019,750,1,2,2600.0,1950000
8.AndhraUniversity,2019,1750,1,2,4600.0,8050000
8.AndhraUniversity,2019,1565,2,2,4600.0,7199000
8.AndhraUniversity,2019,1250,2,2,4600.0,5750000
8.AndhraUniversity,2019,1000,2,3,4600.0,4600000
8.AndhraUniversity,2019,750,1,2,4600.0,3450000
9.Anjaneya Swamy Temple Pedda Waltair,2019,1750,1,2,3900.0,6825000
9.Anjaneya Swamy Temple Pedda Waltair,2019,1565,2,2,3900.0,6103500
9.Anjaneya Swamy Temple Pedda Waltair,2019,1250,2,2,3900.0,4875000
9.Anjaneya Swamy Temple Pedda Waltair,2019,1000,2,3,3900.0,3900000
9.Anjaneya Swamy Temple Pedda Waltair,2019,750,1,2,3900.0,2925000
10.Anthony Nagar Penta Street,2019,1750,1,2,3100.0,5425000
10.Anthony Nagar Penta Street,2019,1565,2,2,3100.0,4851500
10.Anthony Nagar Penta Street,2019,1250,2,2,3100.0,3875000
10.Anthony Nagar Penta Street,2019,1000,2,3,3100.0,3100000
10.Anthony Nagar Penta Street,2019,750,1,2,3100.0,2325000
11.ApsebColony,2019,1750,1,2,2500.0,4375000
11.ApsebColony,2019,1565,2,2,2500.0,3912500
11.ApsebColony,2019,1250,2,2,2500.0,3125000
11.ApsebColony,2019,1000,2,3,2500.0,2500000
11.ApsebColony,2019,750,1,2,2500.0,1875000
12.Arilova Sector 1,2019,1750,1,2,2400.0,4200000
12.Arilova Sector 1,2019,1565,2,2,2400.0,3756000
12.Arilova Sector 1,2019,1250,2,2,2400.0,3000000
12.Arilova Sector 1,2019,1000,2,3,2400.0,2400000
12.Arilova Sector 1,2019,750,1,2,2400.0,1800000
13.Arilova Sector11,2019,1750,1,2,2400.0,4200000
13.Arilova Sector11,2019,1565,2,2,2400.0,3756000
13.Arilova Sector11,2019,1250,2,2,2400.0,3000000
13.Arilova Sector11,2019,1000,2,3,2400.0,2400000
13.Arilova Sector11,2019,750,1,2,2400.0,1800000
14.AshokNagar,2019,1750,1,2,2300.0,4025000
14.AshokNagar,2019,1565,2,2,2300.0,3599500
14.AshokNagar,2019,1250,2,2,2300.0,2875000
14.AshokNagar,2019,1000,2,3,2300.0,2300000
14.AshokNagar,2019,750,1,2,2300.0,1725000
15.Asilmetta Junction,2019,1750,1,2,4000.0,7000000
15.Asilmetta Junction,2019,1565,2,2,4000.0,6260000
15.Asilmetta Junction,2019,1250,2,2,4000.0,5000000
15.Asilmetta Junction,2019,1000,2,3,4000.0,4000000
15.Asilmetta Junction,2019,750,1,2,4000.0,3000000
16.ASR statue Steel plant Staff Quarters,2019,1750,1,2,3400.0,5950000
16.ASR statue Steel plant Staff Quarters,2019,1565,2,2,3400.0,5321000
16.ASR statue Steel plant Staff Quarters,2019,1250,2,2,3400.0,4250000
16.ASR statue Steel plant Staff Quarters,2019,1000,2,3,3400.0,3400000
16.ASR statue Steel plant Staff Quarters,2019,750,1,2,3400.0,2550000
17.AssamGardens Allipuram,2019,1750,1,2,5500.0,9625000
17.AssamGardens Allipuram,2019,1565,2,2,5500.0,8607500
17.AssamGardens Allipuram,2019,1250,2,2,5500.0,6875000
17.AssamGardens Allipuram,2019,1000,2,3,5500.0,5500000
17.AssamGardens Allipuram,2019,750,1,2,5500.0,4125000
18.AU Distance Education Centre Kirlampudi Layout,2019,1750,1,2,3800.0,6650000
18.AU Distance Education Centre Kirlampudi Layout,2019,1565,2,2,3800.0,5947000
18.AU Distance Education Centre Kirlampudi Layout,2019,1250,2,2,3800.0,4750000
18.AU Distance Education Centre Kirlampudi Layout,2019,1000,2,3,3800.0,3800000
18.AU Distance Education Centre Kirlampudi Layout,2019,750,1,2,3800.0,2850000
19.AU Outgate,2019,1750,1,2,3400.0,5950000
19.AU Outgate,2019,1565,2,2,3400.0,5321000
19.AU Outgate,2019,1250,2,2,3400.0,4250000
19.AU Outgate,2019,1000,2,3,3400.0,3400000
19.AU Outgate,2019,750,1,2,3400.0,2550000
20.AU Quarters Sirupuram,2019,1750,1,2,4900.0,8575000
20.AU Quarters Sirupuram,2019,1565,2,2,4900.0,7668500
20.AU Quarters Sirupuram,2019,1250,2,2,4900.0,6125000
20.AU Quarters Sirupuram,2019,1000,2,3,4900.0,4900000
20.AU Quarters Sirupuram,2019,750,1,2,4900.0,3675000
21.AVN College road,2019,1750,1,2,3500.0,6125000
21.AVN College road,2019,1565,2,2,3500.0,5477500
21.AVN College road,2019,1250,2,2,3500.0,4375000
21.AVN College road,2019,1000,2,3,3500.0,3500000
21.AVN College road,2019,750,1,2,3500.0,2625000
22.Bakkannapalem,2019,1750,1,2,2100.0,3675000
22.Bakkannapalem,2019,1565,2,2,2100.0,3286500
22.Bakkannapalem,2019,1250,2,2,2100.0,2625000
22.Bakkannapalem,2019,1000,2,3,2100.0,2100000
22.Bakkannapalem,2019,750,1,2,2100.0,1575000
23.BalajiNagar,2019,1750,1,2,4900.0,8575000
23.BalajiNagar,2019,1565,2,2,4900.0,7668500
23.BalajiNagar,2019,1250,2,2,4900.0,6125000
23.BalajiNagar,2019,1000,2,3,4900.0,4900000
23.BalajiNagar,2019,750,1,2,4900.0,3675000
24.Bangaramma Metta,2019,1750,1,2,2700.0,4725000
24.Bangaramma Metta,2019,1565,2,2,2700.0,4225500
24.Bangaramma Metta,2019,1250,2,2,2700.0,3375000
24.Bangaramma Metta,2019,1000,2,3,2700.0,2700000
24.Bangaramma Metta,2019,750,1,2,2700.0,2025000
25.Banoji nagar Ramnagar,2019,1750,1,2,3200.0,5600000
25.Banoji nagar Ramnagar,2019,1565,2,2,3200.0,5008000
25.Banoji nagar Ramnagar,2019,1250,2,2,3200.0,4000000
25.Banoji nagar Ramnagar,2019,1000,2,3,3200.0,3200000
25.Banoji nagar Ramnagar,2019,750,1,2,3200.0,2400000
26.BeachRoad,2019,1750,1,2,2500.0,4375000
26.BeachRoad,2019,1565,2,2,2500.0,3912500
26.BeachRoad,2019,1250,2,2,2500.0,3125000
26.BeachRoad,2019,1000,2,3,2500.0,2500000
26.BeachRoad,2019,750,1,2,2500.0,1875000
27.Bullayya College Road Resapuvanipalem,2019,1750,1,2,3700.0,6475000
27.Bullayya College Road Resapuvanipalem,2019,1565,2,2,3700.0,5790500
27.Bullayya College Road Resapuvanipalem,2019,1250,2,2,3700.0,4625000
27.Bullayya College Road Resapuvanipalem,2019,1000,2,3,3700.0,3700000
27.Bullayya College Road Resapuvanipalem,2019,750,1,2,3700.0,2775000
28.BVK College Road,2019,1750,2,3,3400.0,5950000
28.BVK College Road,2019,1565,2,2,3400.0,5321000
28.BVK College Road,2019,1250,1,2,3400.0,4250000
28.BVK College Road,2019,1000,1,2,3400.0,3400000
28.BVK College Road,2019,750,1,1,3400.0,2550000
29.Carshed,2019,1750,1,2,2600.0,4550000
29.Carshed,2019,1565,2,2,2600.0,4069000
29.Carshed,2019,1250,2,2,2600.0,3250000
29.Carshed,2019,1000,2,3,2600.0,2600000
29.Carshed,2019,750,1,2,2600.0,1950000
30.CBM Compound Complex,2019,1750,2,3,4500.0,7875000
30.CBM Compound Complex,2019,1565,2,3,4500.0,7042500
30.CBM Compound Complex,2019,1250,2,2,4500.0,5625000
30.CBM Compound Complex,2019,1000,1,2,4500.0,4500000
30.CBM Compound Complex,2019,750,2,2,4500.0,3375000
31.Chakala veedhi Chinnawaltair,2019,1750,2,3,3000.0,5250000
31.Chakala veedhi Chinnawaltair,2019,1565,2,3,3000.0,4695000
31.Chakala veedhi Chinnawaltair,2019,1250,2,2,3000.0,3750000
31.Chakala veedhi Chinnawaltair,2019,1000,1,2,3000.0,3000000
31.Chakala veedhi Chinnawaltair,2019,750,2,2,3000.0,2250000
32.Chaluva Thota Allipuram,2019,1750,2,3,3900.0,6825000
32.Chaluva Thota Allipuram,2019,1565,2,3,3900.0,6103500
32.Chaluva Thota Allipuram,2019,1250,2,2,3900.0,4875000
32.Chaluva Thota Allipuram,2019,1000,1,2,3900.0,3900000
32.Chaluva Thota Allipuram,2019,750,2,2,3900.0,2925000
33.Chandrampalem NH,2019,1750,2,3,2900.0,5075000
33.Chandrampalem NH,2019,1565,2,3,2900.0,4538500
33.Chandrampalem NH,2019,1250,2,2,2900.0,3625000
33.Chandrampalem NH,2019,1000,1,2,2900.0,2900000
33.Chandrampalem NH,2019,750,2,2,2900.0,2175000
34.Changalraopeta Main Road,2019,1750,2,3,3400.0,5950000
34.Changalraopeta Main Road,2019,1565,2,3,3400.0,5321000
34.Changalraopeta Main Road,2019,1250,2,2,3400.0,4250000
34.Changalraopeta Main Road,2019,1000,1,2,3400.0,3400000
34.Changalraopeta Main Road,2019,750,2,2,3400.0,2550000
35.ChilakapetaQuarters,2019,1750,2,3,4200.0,7350000
35.ChilakapetaQuarters,2019,1565,2,2,4200.0,6573000
35.ChilakapetaQuarters,2019,1250,2,3,4200.0,5250000
35.ChilakapetaQuarters,2019,1000,1,2,4200.0,4200000
35.ChilakapetaQuarters,2019,750,1,1,4200.0,3150000
36.ChinnaRushikonda,2019,1750,2,3,,1750
36.ChinnaRushikonda,2019,1565,2,3,2300.0,3599500
36.ChinnaRushikonda,2019,1250,2,2,2300.0,2875000
36.ChinnaRushikonda,2019,1000,1,2,2300.0,2300000
36.ChinnaRushikonda,2019,750,2,2,2300.0,1725000
37.Chinnawaltair,2019,1750,2,3,5400.0,9450000
37.Chinnawaltair,2019,1565,2,3,5400.0,8451000
37.Chinnawaltair,2019,1250,2,2,5400.0,6750000
37.Chinnawaltair,2019,1000,1,2,5400.0,5400000
37.Chinnawaltair,2019,750,2,2,5400.0,4050000
38.CMR FunctionHall Area,2019,750,1,2,3800.0,2850000
38.CMR FunctionHall Area,2019,1750,2,3,3800.0,6650000
38.CMR FunctionHall Area,2019,1500,2,2,3800.0,5700000
38.CMR FunctionHall Area,2019,1000,2,2,3800.0,3800000
38.CMR FunctionHall Area,2019,1250,1,2,3800.0,4750000
39.Collector office Jn,2019,1750,2,3,4500.0,7875000
39.Collector office Jn,2019,1565,2,3,4500.0,7042500
39.Collector office Jn,2019,1250,2,2,4500.0,5625000
39.Collector office Jn,2019,1000,2,2,4500.0,4500000
39.Collector office Jn,2019,750,1,2,4500.0,3375000
40.CycloneCentre Staff Quarters YogaVillage,2019,1750,2,3,3800.0,6650000
40.CycloneCentre Staff Quarters YogaVillage,2019,1565,2,2,3800.0,5947000
40.CycloneCentre Staff Quarters YogaVillage,2019,1250,2,3,3800.0,4750000
40.CycloneCentre Staff Quarters YogaVillage,2019,1000,2,2,3800.0,3800000
40.CycloneCentre Staff Quarters YogaVillage,2019,750,2,2,3800.0,2850000
41.Dabagardens,2019,1750,2,3,3700.0,6475000
41.Dabagardens,2019,1565,2,2,3700.0,5790500
41.Dabagardens,2019,1250,2,3,3700.0,4625000
41.Dabagardens,2019,1000,2,2,3700.0,3700000
41.Dabagardens,2019,750,2,2,3700.0,2775000
42.DanduBazaar,2019,1750,2,3,5000.0,8750000
42.DanduBazaar,2019,1565,2,3,5000.0,7825000
42.DanduBazaar,2019,1250,1,2,5000.0,6250000
42.DanduBazaar,2019,1000,2,2,5000.0,5000000
42.DanduBazaar,2019,750,1,2,5000.0,3750000
43.DasapallaHills,2019,1750,1,2,5400.0,9450000
43.DasapallaHills,2019,1565,2,3,5400.0,8451000
43.DasapallaHills,2019,1250,2,2,5400.0,6750000
43.DasapallaHills,2019,1000,1,1,5400.0,5400000
43.DasapallaHills,2019,750,2,2,5400.0,4050000
44.DevangulaStreet Allipuram,2019,1750,2,3,3800.0,6650000
44.DevangulaStreet Allipuram,2019,1565,2,2,3800.0,5947000
44.DevangulaStreet Allipuram,2019,1250,2,2,3800.0,4750000
44.DevangulaStreet Allipuram,2019,1000,1,1,3800.0,3800000
44.DevangulaStreet Allipuram,2019,750,1,2,3800.0,2850000
45.Diabbapalem Jagadamba ,2019,1750,2,3,3900.0,6825000
45.Diabbapalem Jagadamba ,2019,1565,2,2,3900.0,6103500
45.Diabbapalem Jagadamba ,2019,1250,2,3,3900.0,4875000
45.Diabbapalem Jagadamba ,2019,1000,2,2,3900.0,3900000
45.Diabbapalem Jagadamba ,2019,750,2,2,3900.0,2925000
46.Doctors Colony Seethammadhara Jn HB Colony,2019,1750,1,2,3400.0,5950000
46.Doctors Colony Seethammadhara Jn HB Colony,2019,1565,2,2,3400.0,5321000
46.Doctors Colony Seethammadhara Jn HB Colony,2019,1250,2,2,3400.0,4250000
46.Doctors Colony Seethammadhara Jn HB Colony,2019,1000,2,3,3400.0,3400000
46.Doctors Colony Seethammadhara Jn HB Colony,2019,750,1,2,3400.0,2550000
47.DolphinHotel,2019,1750,2,3,3800.0,6650000
47.DolphinHotel,2019,1565,2,2,3800.0,5947000
47.DolphinHotel,2019,1250,1,3,3800.0,4750000
47.DolphinHotel,2019,1000,2,3,3800.0,3800000
47.DolphinHotel,2019,750,2,2,3800.0,2850000
48.Durganagar Kancharapalem,2019,1750,1,2,2600.0,4550000
48.Durganagar Kancharapalem,2019,1565,2,2,2600.0,4069000
48.Durganagar Kancharapalem,2019,1250,2,2,2600.0,3250000
48.Durganagar Kancharapalem,2019,1000,2,3,2600.0,2600000
48.Durganagar Kancharapalem,2019,750,1,2,2600.0,1950000
49.DurgaTemple Area BeachRoad,2019,1750,1,3,4000.0,7000000
49.DurgaTemple Area BeachRoad,2019,1565,2,3,4000.0,6260000
49.DurgaTemple Area BeachRoad,2019,1250,2,2,4000.0,5000000
49.DurgaTemple Area BeachRoad,2019,1000,1,2,4000.0,4000000
49.DurgaTemple Area BeachRoad,2019,750,2,3,4000.0,3000000
50.EastPointColony Chinnawaltair,2019,1750,2,3,4100.0,7175000
50.EastPointColony Chinnawaltair,2019,1565,2,3,4100.0,6416500
50.EastPointColony Chinnawaltair,2019,1250,2,2,4100.0,5125000
50.EastPointColony Chinnawaltair,2019,1000,1,2,4100.0,4100000
50.EastPointColony Chinnawaltair,2019,750,2,2,4100.0,3075000
51.EenaduLayout,2019,1750,2,3,2500.0,4375000
51.EenaduLayout,2019,1565,2,2,2500.0,3912500
51.EenaduLayout,2019,1250,2,3,2500.0,3125000
51.EenaduLayout,2019,1000,2,2,2500.0,2500000
51.EenaduLayout,2019,750,2,2,2500.0,1875000
52.Gitam College Road,2019,1750,2,3,2100.0,3675000
52.Gitam College Road,2019,1565,2,2,2100.0,3286500
52.Gitam College Road,2019,1250,2,2,2100.0,2625000
52.Gitam College Road,2019,1000,1,2,2100.0,2100000
52.Gitam College Road,2019,750,1,1,2100.0,1575000
53.GnanapuramMainRoad,2019,1750,2,3,4300.0,7525000
53.GnanapuramMainRoad,2019,1565,2,2,4300.0,6729500
53.GnanapuramMainRoad,2019,1250,1,2,4300.0,5375000
53.GnanapuramMainRoad,2019,1000,2,3,4300.0,4300000
53.GnanapuramMainRoad,2019,750,1,2,4300.0,3225000
54.GNT Road,2019,1750,2,3,2600.0,4550000
54.GNT Road,2019,1565,2,2,2600.0,4069000
54.GNT Road,2019,1250,2,3,2600.0,3250000
54.GNT Road,2019,1000,2,2,2600.0,2600000
54.GNT Road,2019,750,2,2,2600.0,1950000
55.Godavari Street,2019,1750,2,3,4200.0,7350000
55.Godavari Street,2019,1565,2,2,4200.0,6573000
55.Godavari Street,2019,1250,2,3,4200.0,5250000
55.Godavari Street,2019,1000,2,1,4200.0,4200000
55.Godavari Street,2019,750,2,2,4200.0,3150000
56.Gokhale Road,2019,1750,1,3,4500.0,7875000
56.Gokhale Road,2019,1565,2,3,4500.0,7042500
56.Gokhale Road,2019,1250,2,2,4500.0,5625000
56.Gokhale Road,2019,1000,1,2,4500.0,4500000
56.Gokhale Road,2019,750,1,1,4500.0,3375000
57.Gollalapalem,2019,1750,2,3,2300.0,4025000
57.Gollalapalem,2019,1565,2,2,2300.0,3599500
57.Gollalapalem,2019,1250,2,2,2300.0,2875000
57.Gollalapalem,2019,1000,1,2,2300.0,2300000
57.Gollalapalem,2019,750,1,1,2300.0,1725000
58.Gollaveedhi Kancharapalem,2019,1750,1,3,4000.0,7000000
58.Gollaveedhi Kancharapalem,2019,1565,2,3,4000.0,6260000
58.Gollaveedhi Kancharapalem,2019,1250,2,2,4000.0,5000000
58.Gollaveedhi Kancharapalem,2019,1000,1,2,4000.0,4000000
58.Gollaveedhi Kancharapalem,2019,750,2,3,4000.0,3000000
59.GovindaRoad Kancharapalem,2019,1750,2,3,4300.0,7525000
59.GovindaRoad Kancharapalem,2019,1565,2,2,4300.0,6729500
59.GovindaRoad Kancharapalem,2019,1250,2,3,4300.0,5375000
59.GovindaRoad Kancharapalem,2019,1000,1,2,4300.0,4300000
59.GovindaRoad Kancharapalem,2019,750,2,3,4300.0,3225000
60.GrandbayHotel Gokhale road,2019,1750,2,3,4500.0,7875000
60.GrandbayHotel Gokhale road,2019,1565,2,2,4500.0,7042500
60.GrandbayHotel Gokhale road,2019,1250,1,2,4500.0,5625000
60.GrandbayHotel Gokhale road,2019,1000,2,3,4500.0,4500000
60.GrandbayHotel Gokhale road,2019,750,2,2,4500.0,3375000
61.Green Park Hotel Road,2019,1750,1,3,5400.0,9450000
61.Green Park Hotel Road,2019,1565,2,2,5400.0,8451000
61.Green Park Hotel Road,2019,1250,2,2,5400.0,6750000
61.Green Park Hotel Road,2019,1000,1,2,5400.0,5400000
61.Green Park Hotel Road,2019,750,1,1,5400.0,4050000
62.GurudwaraJunction,2019,1750,2,3,5500.0,9625000
62.GurudwaraJunction,2019,1565,1,2,5500.0,8607500
62.GurudwaraJunction,2019,1250,2,2,5500.0,6875000
62.GurudwaraJunction,2019,1000,1,2,5500.0,5500000
62.GurudwaraJunction,2019,750,1,1,5500.0,4125000
63.HanumanthaWaka,2019,1750,2,3,2400.0,4200000
63.HanumanthaWaka,2019,1565,1,2,2400.0,3756000
63.HanumanthaWaka,2019,1250,2,2,2400.0,3000000
63.HanumanthaWaka,2019,1000,1,2,2400.0,2400000
63.HanumanthaWaka,2019,750,1,1,2400.0,1800000
64.Harbour Street Kota Veedhi,2019,1750,2,3,2600.0,4550000
64.Harbour Street Kota Veedhi,2019,1565,1,2,3700.0,5790500
64.Harbour Street Kota Veedhi,2019,1250,2,2,3700.0,4625000
64.Harbour Street Kota Veedhi,2019,1000,1,2,3700.0,3700000
64.Harbour Street Kota Veedhi,2019,750,1,1,3700.0,2775000
65.HB Colony,2019,1750,2,3,2600.0,4550000
65.HB Colony,2019,1565,1,2,2600.0,4069000
65.HB Colony,2019,1250,2,2,2600.0,3250000
65.HB Colony,2019,1000,1,2,2600.0,2600000
65.HB Colony,2019,750,1,1,2600.0,1950000
66.HeadPostOfficeRoad,2019,1750,1,2,4000.0,7000000
66.HeadPostOfficeRoad,2019,1565,2,2,4000.0,6260000
66.HeadPostOfficeRoad,2019,1250,2,3,4000.0,5000000
66.HeadPostOfficeRoad,2019,1000,2,2,4000.0,4000000
66.HeadPostOfficeRoad,2019,750,1,1,4000.0,3000000
67.HPCL Layout,2019,1750,1,2,2400.0,4200000
67.HPCL Layout,2019,1565,2,2,2400.0,3756000
67.HPCL Layout,2019,1250,2,3,2400.0,3000000
67.HPCL Layout,2019,1000,2,2,2400.0,2400000
67.HPCL Layout,2019,750,1,1,2400.0,1800000
68.Indiranagar,2019,1750,1,2,2600.0,4550000
68.Indiranagar,2019,1565,2,2,2600.0,4069000
68.Indiranagar,2019,1250,2,3,2600.0,3250000
68.Indiranagar,2019,1000,2,2,2600.0,2600000
68.Indiranagar,2019,750,1,1,2600.0,1950000
69.IssukaThota,2019,1750,2,2,5500.0,9625000
69.IssukaThota,2019,1565,1,2,5500.0,8607500
69.IssukaThota,2019,1250,1,2,5500.0,6875000
69.IssukaThota,2019,1000,2,3,5500.0,5500000
69.IssukaThota,2019,750,1,2,5500.0,4125000
70.Jagadamba Junction,2019,1750,2,3,4900.0,8575000
70.Jagadamba Junction,2019,1565,2,2,4900.0,7668500
70.Jagadamba Junction,2019,1250,1,2,4900.0,6125000
70.Jagadamba Junction,2019,1000,1,2,4900.0,4900000
70.Jagadamba Junction,2019,750,1,1,4900.0,3675000
71.Jalaripeta,2019,1750,2,3,3900.0,6825000
71.Jalaripeta,2019,1565,2,2,3900.0,6103500
71.Jalaripeta,2019,1250,2,3,3900.0,4875000
71.Jalaripeta,2019,1000,2,2,3900.0,3900000
71.Jalaripeta,2019,750,2,2,3900.0,2925000
72.Jodugullapalem,2019,1750,2,3,2400.0,4200000
72.Jodugullapalem,2019,1565,2,2,2400.0,3756000
72.Jodugullapalem,2019,1250,1,2,2400.0,3000000
72.Jodugullapalem,2019,1000,1,2,2400.0,2400000
72.Jodugullapalem,2019,750,1,1,2400.0,1800000
73.Kailasa Metta,2019,1750,1,2,3400.0,5950000
73.Kailasa Metta,2019,1565,2,2,3400.0,5321000
73.Kailasa Metta,2019,1250,2,2,3400.0,4250000
73.Kailasa Metta,2019,1000,2,3,3400.0,3400000
73.Kailasa Metta,2019,750,1,2,3400.0,2550000
74.Kancharapalem,2019,1750,2,3,4600.0,8050000
74.Kancharapalem,2019,1565,1,2,4600.0,7199000
74.Kancharapalem,2019,1250,1,1,4600.0,5750000
74.Kancharapalem,2019,1000,2,3,4600.0,4600000
74.Kancharapalem,2019,750,1,1,4600.0,3450000
75.KGH DownRoad,2019,1750,2,2,4200.0,7350000
75.KGH DownRoad,2019,1565,2,3,4200.0,6573000
75.KGH DownRoad,2019,1250,1,2,4200.0,5250000
75.KGH DownRoad,2019,1000,2,3,4200.0,4200000
75.KGH DownRoad,2019,750,1,1,4200.0,3150000
76.KGH Quarter Kothasalipeta Road,2019,1750,2,2,3100.0,5425000
76.KGH Quarter Kothasalipeta Road,2019,1565,2,3,3100.0,4851500
76.KGH Quarter Kothasalipeta Road,2019,1250,1,2,3100.0,3875000
76.KGH Quarter Kothasalipeta Road,2019,1000,2,3,3100.0,3100000
76.KGH Quarter Kothasalipeta Road,2019,750,1,1,3100.0,2325000
77.KirlampudiLayout,2019,1750,1,2,4600.0,8050000
77.KirlampudiLayout,2019,1565,2,2,4600.0,7199000
77.KirlampudiLayout,2019,1250,2,2,4600.0,5750000
77.KirlampudiLayout,2019,1000,2,1,4600.0,4600000
77.KirlampudiLayout,2019,750,1,1,4600.0,3450000
78.Kolluru Masions Maharanipeta,2019,1750,1,2,3200.0,5600000
78.Kolluru Masions Maharanipeta,2019,1565,2,2,3200.0,5008000
78.Kolluru Masions Maharanipeta,2019,1250,2,2,3200.0,4000000
78.Kolluru Masions Maharanipeta,2019,1000,2,3,3200.0,3200000
78.Kolluru Masions Maharanipeta,2019,750,1,2,3200.0,2400000
79.Kommadi Jn NH,2019,1750,2,2,2900.0,5075000
79.Kommadi Jn NH,2019,1565,2,3,2900.0,4538500
79.Kommadi Jn NH,2019,1250,1,2,2900.0,3625000
79.Kommadi Jn NH,2019,1000,2,3,2900.0,2900000
79.Kommadi Jn NH,2019,750,1,1,2900.0,2175000
80.KonaVeedi Chinawaltair,2019,1750,2,2,2600.0,4550000
80.KonaVeedi Chinawaltair,2019,1565,2,3,2600.0,4069000
80.KonaVeedi Chinawaltair,2019,1250,1,2,2600.0,3250000
80.KonaVeedi Chinawaltair,2019,1000,2,3,2600.0,2600000
80.KonaVeedi Chinawaltair,2019,750,1,1,2600.0,1950000
81.KotakSchool ChinnaWaltair,2019,1750,2,3,4700.0,8225000
81.KotakSchool ChinnaWaltair,2019,1565,2,3,4700.0,7355500
81.KotakSchool ChinnaWaltair,2019,1250,2,2,4700.0,5875000
81.KotakSchool ChinnaWaltair,2019,1000,1,2,4700.0,4700000
81.KotakSchool ChinnaWaltair,2019,750,2,2,4700.0,3525000
82.Kothajalaripeta,2019,1750,2,2,3100.0,5425000
82.Kothajalaripeta,2019,1565,2,3,3100.0,4851500
82.Kothajalaripeta,2019,1250,1,2,3100.0,3875000
82.Kothajalaripeta,2019,1000,2,3,3100.0,3100000
82.Kothajalaripeta,2019,750,1,1,3100.0,2325000
83.KothaRoad,2019,1750,2,3,4200.0,7350000
83.KothaRoad,2019,1565,2,2,4200.0,6573000
83.KothaRoad,2019,1250,2,3,4200.0,5250000
83.KothaRoad,2019,1000,1,2,4200.0,4200000
83.KothaRoad,2019,750,1,1,4200.0,3150000
84.Kothavenkojipalem,2019,1750,2,2,3100.0,5425000
84.Kothavenkojipalem,2019,1565,2,3,3100.0,4851500
84.Kothavenkojipalem,2019,1250,1,2,3100.0,3875000
84.Kothavenkojipalem,2019,1000,2,3,3100.0,3100000
84.Kothavenkojipalem,2019,750,1,1,3100.0,2325000
85.KrishnaCollgeRoad,2019,1750,2,3,5500.0,9625000
85.KrishnaCollgeRoad,2019,1565,2,2,5500.0,8607500
85.KrishnaCollgeRoad,2019,1250,1,2,5500.0,6875000
85.KrishnaCollgeRoad,2019,1000,1,1,5500.0,5500000
85.KrishnaCollgeRoad,2019,750,1,1,5500.0,4125000
86.LalithaNagar Akkayyapalem,2019,1750,2,3,5500.0,9625000
86.LalithaNagar Akkayyapalem,2019,1565,2,2,5500.0,8607500
86.LalithaNagar Akkayyapalem,2019,1250,1,2,5500.0,6875000
86.LalithaNagar Akkayyapalem,2019,1000,2,1,5500.0,5500000
86.LalithaNagar Akkayyapalem,2019,750,2,3,5500.0,4125000
87.LawCollege,2019,1750,2,3,2300.0,4025000
87.LawCollege,2019,1565,2,2,2300.0,3599500
87.LawCollege,2019,1250,1,2,2300.0,2875000
87.LawCollege,2019,1000,2,1,2300.0,2300000
87.LawCollege,2019,750,2,3,2300.0,1725000
88.LawsonsbayColony,2019,1750,2,3,3400.0,5950000
88.LawsonsbayColony,2019,1565,2,2,3400.0,5321000
88.LawsonsbayColony,2019,1250,1,2,3400.0,4250000
88.LawsonsbayColony,2019,1000,2,1,3400.0,3400000
88.LawsonsbayColony,2019,750,2,3,3400.0,2550000
89.LB Colony Pedawaltair,2019,1750,2,3,4700.0,8225000
89.LB Colony Pedawaltair,2019,1565,2,2,4700.0,7355500
89.LB Colony Pedawaltair,2019,1250,2,2,4700.0,5875000
89.LB Colony Pedawaltair,2019,1000,1,2,4700.0,4700000
89.LB Colony Pedawaltair,2019,750,1,1,4700.0,3525000
